StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q8,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_13,Q3_14,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_6_TEXT,Q19,Q19_18_TEXT,Q20,Q22,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q28,Q29,Q30,Q31,Q32,Q33,Q35,Q36
2017-05-24 08:17:01,2017-05-24 08:17:02,Survey Test,,100,1,True,2017-05-24 08:17:02,R_ekviySNwLRChSQJ,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Disagree a little,Disagree moderately,Disagree strongly,Disagree moderately,Agree strongly,Agree a little,Agree strongly,Disagree strongly,Agree a little,Disagree moderately,Positive,Negative,Very positive,Slightly negative,Slightly negative,Very positive,Negative,Slightly negative,Very negative,Very negative,Very negative,Very negative,Slightly negative,Very positive,Very negative,Negative,6,2,4,5,4,3,6,2,4,Extremely characteristic of me (7),2,3,6,Extremely characteristic of me (7),2,Always or definitely yes (9),8,Never or definitely no (1),Never or definitely no (1),2,5,8,4,7,8,Never or definitely no (1),6,8,8,133,Prefer not to answer,College degree,Yes,11,Work for an employer,Secretarial or clerical,,,Don’t know,,,78,3,Single/Never been married,17379,"Yes, born in this country",4 days,6 days,4 days,On a computer or tablet at work,18,No,,,Yes,No,
2017-05-24 08:17:02,2017-05-24 08:17:02,Survey Test,,100,0,True,2017-05-24 08:17:02,R_cHDrWdROQvCr5Vb,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree strongly,Disagree a little,Disagree moderately,Disagree strongly,Agree moderately,Neither agree nor disagree,Disagree moderately,Negative,Slightly positive,Neither positive nor negative,Positive,Very positive,Negative,Very negative,Positive,Slightly negative,Positive,Neither positive nor negative,Neither positive nor negative,Very negative,Negative,Negative,Slightly positive,Extremely uncharacteristic of me (1),5,Extremely characteristic of me (7),2,2,5,2,4,Extremely characteristic of me (7),Extremely characteristic of me (7),Extremely characteristic of me (7),Extremely characteristic of me (7),Extremely uncharacteristic of me (1),5,3,3,5,8,7,2,2,8,2,8,6,4,7,5,6,77,Female,High school,No,,,,Student,,Buddhism,,Do not regularly attend religious services,73,38,Separated,39991,"Yes, born in this country",5 days,Never,4 days,On a computer or tablet at home,18,Yes,49243,23,No,No,
2017-05-24 08:17:03,2017-05-24 08:17:03,Survey Test,,100,0,True,2017-05-24 08:17:03,R_6PRPyC51cuIGMaV,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Disagree moderately,Agree moderately,Agree strongly,Disagree moderately,Disagree a little,Disagree a little,Disagree strongly,Disagree moderately,Agree strongly,Agree moderately,Slightly positive,Slightly positive,Negative,Very negative,Slightly positive,Very negative,Very positive,Very negative,Neither positive nor negative,Very negative,Very positive,Neither positive nor negative,Very positive,Positive,Very positive,Neither positive nor negative,5,5,Extremely uncharacteristic of me (1),6,Extremely characteristic of me (7),2,4,5,Extremely characteristic of me (7),2,6,5,5,3,5,2,3,Always or definitely yes (9),Always or definitely yes (9),Never or definitely no (1),7,6,Never or definitely no (1),Never or definitely no (1),7,6,5,3,Always or definitely yes (9),145,Prefer not to answer,Post-graduate degree,No,,,,Disabled,,Mormon/Latter-Day Saints,,Annually (at least once a year),12,43,Separated,30314,"No, not born in this country",Never,4 days,Less than once a week,On a computer or tablet at school,9,Yes,13070,21,No,No,
2017-05-24 08:17:03,2017-05-24 08:17:03,Survey Test,,100,0,True,2017-05-24 08:17:03,R_bNTdSi0QSQSeIwR,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree moderately,Disagree a little,Disagree strongly,Agree strongly,Agree strongly,Disagree moderately,Agree strongly,Disagree strongly,Agree strongly,Agree moderately,Very negative,Positive,Positive,Negative,Very negative,Neither positive nor negative,Slightly negative,Slightly negative,Slightly negative,Neither positive nor negative,Positive,Very positive,Slightly positive,Slightly negative,Positive,Very positive,3,3,3,3,2,Extremely characteristic of me (7),5,Extremely characteristic of me (7),4,4,2,3,Extremely characteristic of me (7),6,Never or definitely no (1),Always or definitely yes (9),5,Always or definitely yes (9),4,4,5,4,6,2,Never or definitely no (1),Always or definitely yes (9),2,5,6,126,Female,Post-graduate degree,No,,,,Homemaker (including stay-at-home parents),,Jewish,,Annually (at least once a year),7,69,Single/Never been married,87221,"Yes, born in this country",Less than once a week,6 days,7 days,On a computer or tablet at work,8,No,,,No,Yes,11
2017-05-24 08:17:04,2017-05-24 08:17:04,Survey Test,,100,0,True,2017-05-24 08:17:04,R_0BpbK95pnndnJPf,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree a little,Agree a little,Disagree moderately,Agree a little,Disagree a little,Disagree moderately,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree moderately,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Slightly positive,Neither positive nor negative,Slightly positive,Positive,Very positive,Slightly positive,Very positive,Very negative,Slightly negative,Very negative,Negative,Very positive,Neither positive nor negative,2,3,5,Extremely uncharacteristic of me (1),2,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),2,5,Extremely uncharacteristic of me (1),6,3,4,4,5,Never or definitely no (1),Always or definitely yes (9),Never or definitely no (1),2,Always or definitely yes (9),8,4,5,7,Never or definitely no (1),8,6,2,4,115,Other,Some college,No,,,,Unemployed,,Roman Catholic,,Do not regularly attend religious services,52,25,Widowed,29881,"Yes, born in this country",Less than once a week,6 days,7 days,On a computer or tablet at home,18,No,,,No,No,
2017-05-24 08:17:04,2017-05-24 08:17:05,Survey Test,,100,1,True,2017-05-24 08:17:05,R_6nbwzViqOHCXeQt,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree a little,Disagree strongly,Neither agree nor disagree,Agree strongly,Agree strongly,Agree a little,Disagree moderately,Disagree strongly,Agree strongly,Disagree a little,Very negative,Very negative,Slightly positive,Positive,Negative,Slightly negative,Very negative,Slightly positive,Negative,Very positive,Neither positive nor negative,Neither positive nor negative,Slightly positive,Slightly positive,Slightly positive,Very negative,4,2,Extremely characteristic of me (7),5,4,3,Extremely characteristic of me (7),4,Extremely uncharacteristic of me (1),2,4,6,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),6,5,4,8,4,7,5,2,Always or definitely yes (9),6,4,Always or definitely yes (9),3,7,2,40,Other,None,No,,,,Student,,Chinese Traditional Religion/Confucianism,,Do not regularly attend religious services,96,70,Single/Never been married,99099,"No, not born in this country",5 days,1 day,5 days,Other,18,Yes,22508,24,Yes,Yes,11
2017-05-24 08:17:05,2017-05-24 08:17:05,Survey Test,,100,0,True,2017-05-24 08:17:05,R_0ClzHLcf5fuk39X,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree strongly,Agree moderately,Agree strongly,Disagree moderately,Disagree strongly,Agree a little,Disagree strongly,Neither agree nor disagree,Agree a little,Disagree strongly,Slightly negative,Slightly positive,Neither positive nor negative,Very negative,Neither positive nor negative,Negative,Positive,Very negative,Slightly negative,Slightly positive,Very positive,Positive,Very positive,Very negative,Slightly positive,Very negative,6,2,6,2,3,Extremely characteristic of me (7),4,Extremely characteristic of me (7),3,5,4,2,3,6,8,2,2,5,3,7,8,Never or definitely no (1),8,5,7,Always or definitely yes (9),6,7,7,132,Other,High school,No,,,,Disabled,,Roman Catholic,,Weekly (at least once a week),98,42,"Domestic partnership/Living with partner ",99321,"Yes, born in this country",3 days,Less than once a week,Never,Other,5,No,,,No,Yes,13
2017-05-24 08:17:05,2017-05-24 08:17:06,Survey Test,,100,1,True,2017-05-24 08:17:06,R_8qXbUohkrU5GVsF,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree moderately,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree strongly,Agree a little,Disagree a little,Agree strongly,Agree a little,Very negative,Neither positive nor negative,Very negative,Neither positive nor negative,Very positive,Slightly negative,Slightly positive,Neither positive nor negative,Negative,Negative,Neither positive nor negative,Slightly positive,Very negative,Neither positive nor negative,Slightly positive,Negative,2,5,4,3,4,6,4,Extremely characteristic of me (7),4,4,3,Extremely characteristic of me (7),3,4,Never or definitely no (1),6,7,Always or definitely yes (9),6,8,4,5,8,4,6,6,2,4,8,80,Female,College degree,Yes,12,Work for an employer,Managerial,,,Don’t know,,,88,9,Widowed,45229,"Yes, born in this country",Less than once a week,5 days,1 day,On a computer or tablet at home,10,No,,,No,Yes,11
2017-05-24 08:17:06,2017-05-24 08:17:06,Survey Test,,100,0,True,2017-05-24 08:17:06,R_8AEMQRc2R4TocVD,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree moderately,Disagree strongly,Disagree a little,Agree a little,Disagree strongly,Agree a little,Disagree strongly,Disagree moderately,Agree strongly,Disagree a little,Slightly positive,Slightly positive,Negative,Slightly negative,Positive,Slightly negative,Neither positive nor negative,Slightly negative,Slightly negative,Slightly positive,Positive,Slightly negative,Negative,Positive,Negative,Slightly positive,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),Extremely uncharacteristic of me (1),2,Extremely characteristic of me (7),6,4,4,4,3,5,3,5,6,4,8,8,Always or definitely yes (9),2,8,6,5,4,7,5,4,5,3,Always or definitely yes (9),135,Female,None,Yes,13,Self-employed,Military,,,Buddhism,,Monthly (at least once a month),18,28,"Domestic partnership/Living with partner ",41374,"Yes, born in this country",7 days,7 days,Less than once a week,On a computer or tablet at work,18,Yes,87564,8,No,Yes,8
2017-05-24 08:17:07,2017-05-24 08:17:07,Survey Test,,100,0,True,2017-05-24 08:17:07,R_bdcw4rleCWhFSbb,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Neither agree nor disagree,Agree strongly,Agree strongly,Agree moderately,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree moderately,Disagree moderately,Agree a little,Negative,Very negative,Neither positive nor negative,Negative,Very negative,Slightly positive,Slightly positive,Very negative,Very negative,Negative,Slightly negative,Slightly negative,Very negative,Slightly negative,Slightly positive,Negative,5,2,Extremely uncharacteristic of me (1),3,Extremely characteristic of me (7),5,5,6,6,4,5,Extremely characteristic of me (7),2,4,4,Never or definitely no (1),2,4,6,2,2,6,2,Never or definitely no (1),3,3,2,Always or definitely yes (9),6,1,Female,Elementary school,Yes,0,Self-employed,Farmer or rancher,,,Muslim/Islam,,Monthly (at least once a month),23,93,Divorced,51076,"No, not born in this country",7 days,3 days,4 days,On a computer or tablet at school,6,No,,,Yes,No,
2017-05-24 08:17:07,2017-05-24 08:17:08,Survey Test,,100,1,True,2017-05-24 08:17:08,R_85PlQqUUnsrFQ0t,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree strongly,Agree moderately,Agree strongly,Agree strongly,Agree moderately,Disagree strongly,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree strongly,Negative,Neither positive nor negative,Positive,Neither positive nor negative,Positive,Positive,Slightly negative,Positive,Slightly positive,Slightly negative,Negative,Neither positive nor negative,Positive,Slightly positive,Neither positive nor negative,Neither positive nor negative,Extremely characteristic of me (7),2,2,6,2,Extremely characteristic of me (7),Extremely characteristic of me (7),2,3,Extremely characteristic of me (7),6,3,5,6,Never or definitely no (1),2,8,4,7,8,6,2,3,Never or definitely no (1),Always or definitely yes (9),4,Always or definitely yes (9),8,6,71,Prefer not to answer,Post-graduate degree,Yes,12,Self-employed,Managerial,,,Protestant,,Weekly (at least once a week),8,52,"Domestic partnership/Living with partner ",45274,"No, not born in this country",6 days,6 days,7 days,On a computer or tablet at school,0,No,,,Yes,No,
2017-05-24 08:17:08,2017-05-24 08:17:08,Survey Test,,100,0,True,2017-05-24 08:17:08,R_5mx280YEd2ZiTit,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree moderately,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Agree moderately,Very positive,Very negative,Negative,Negative,Negative,Very positive,Positive,Neither positive nor negative,Slightly negative,Very positive,Very negative,Very positive,Negative,Negative,Positive,Neither positive nor negative,Extremely characteristic of me (7),6,2,3,Extremely characteristic of me (7),3,2,5,Extremely uncharacteristic of me (1),5,6,Extremely uncharacteristic of me (1),2,4,Always or definitely yes (9),7,Never or definitely no (1),Always or definitely yes (9),4,5,Never or definitely no (1),2,8,Always or definitely yes (9),8,Never or definitely no (1),2,6,5,24,Prefer not to answer,None,Yes,11,Work for an employer,Professional,,,Primal-indigenous/African Traditional and Diasporic/Animist/Nature Worship/Paganism,,Weekly (at least once a week),73,13,Single/Never been married,72613,"Yes, born in this country",5 days,Never,7 days,"On a computer or tablet at a public place (e.g., library)",13,No,,,Yes,No,
2017-05-24 08:17:08,2017-05-24 08:17:09,Survey Test,,100,1,True,2017-05-24 08:17:09,R_1zWh4RiZyoRtgEZ,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree moderately,Agree moderately,Disagree strongly,Agree moderately,Agree strongly,Disagree moderately,Neither agree nor disagree,Very negative,Positive,Slightly positive,Negative,Negative,Negative,Negative,Very positive,Slightly negative,Very positive,Very positive,Positive,Positive,Negative,Negative,Neither positive nor negative,4,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),3,2,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),5,5,4,Extremely uncharacteristic of me (1),4,6,5,3,4,5,7,5,Never or definitely no (1),8,6,7,2,7,3,Always or definitely yes (9),2,115,Prefer not to answer,Elementary school,Yes,15,Work for an employer,Other,,,Chinese Traditional Religion/Confucianism,,Monthly (at least once a month),95,32,"Domestic partnership/Living with partner ",78318,"No, not born in this country",Never,Never,3 days,"On a computer or tablet at a public place (e.g., library)",0,No,,,Yes,Yes,11
2017-05-24 08:17:09,2017-05-24 08:17:09,Survey Test,,100,0,True,2017-05-24 08:17:09,R_cOLqPixSQwjwHUF,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Disagree strongly,Neither agree nor disagree,Disagree moderately,Disagree a little,Agree strongly,Agree strongly,Agree moderately,Neither agree nor disagree,Disagree strongly,Disagree strongly,Very negative,Neither positive nor negative,Positive,Positive,Very positive,Negative,Very positive,Very positive,Slightly positive,Slightly negative,Positive,Very positive,Very negative,Negative,Positive,Very positive,4,4,Extremely characteristic of me (7),6,2,3,2,2,Extremely uncharacteristic of me (1),2,3,2,2,6,4,6,4,7,Always or definitely yes (9),6,5,2,2,7,2,4,7,6,7,105,Other,Elementary school,No,,,,Homemaker (including stay-at-home parents),,Roman Catholic,,Annually (at least once a year),63,20,Widowed,45467,"Yes, born in this country",2 days,5 days,2 days,On a computer or tablet at home,23,No,,,Yes,No,
