StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_6_TEXT,Q19,Q20,Q21,Q22,Q23,Q23_18_TEXT,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32_1,Q32_2,Q32_3,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40
2017-06-08 06:19:35,2017-06-08 06:19:35,Survey Test,,100,0,True,2017-06-08 06:19:35,R_bsjdX6PnEuLIPHf,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree strongly,Disagree moderately,Disagree moderately,Disagree strongly,Disagree strongly,Disagree moderately,Disagree a little,Disagree strongly,Agree moderately,Neither agree nor disagree,Negative,Slightly negative,Very negative,Very negative,Slightly positive,Very negative,Slightly negative,Slightly positive,Slightly negative,Negative,Very positive,Negative,Slightly negative,Negative,Negative,Neither positive nor negative,5,Extremely uncharacteristic of me (1),5,Extremely characteristic of me (7),Extremely characteristic of me (7),5,Extremely uncharacteristic of me (1),6,5,6,5,5,4,4,Never or definitely no (1),5,3,5,Always or definitely yes (9),Always or definitely yes (9),7,8,Never or definitely no (1),8,5,6,Never or definitely no (1),6,5,7,116,Female,College degree,Yes,4,Self-employed,Military,,,"$180,000-$239,999 per year","More than 24,999 MAD",(None/No household income),Getting by on present income,Buddhism,,Do not regularly attend religious services,6,69,Divorced,35983,"Yes, born in this country",,,Never,Never,5 days,On a computer or tablet at work,15,No,,,Yes,No,
2017-06-08 06:19:34,2017-06-08 06:19:34,Survey Test,,100,0,True,2017-06-08 06:19:34,R_01A6NRpBANmQUvj,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Disagree a little,Agree a little,Disagree strongly,Disagree strongly,Agree moderately,Agree moderately,Agree strongly,Disagree strongly,Disagree a little,Neither positive nor negative,Slightly negative,Positive,Very positive,Slightly positive,Negative,Negative,Slightly negative,Positive,Very negative,Slightly negative,Very negative,Slightly positive,Neither positive nor negative,Slightly negative,Very positive,5,3,Extremely characteristic of me (7),Extremely characteristic of me (7),3,Extremely characteristic of me (7),4,3,2,5,Extremely characteristic of me (7),2,Extremely uncharacteristic of me (1),3,6,7,3,Never or definitely no (1),6,Never or definitely no (1),6,6,3,5,4,8,Never or definitely no (1),5,4,5,59,Other,Elementary school,Yes,7,Self-employed,Professional,,,"$12,000-$23,999 per year",249 MAD or less,"10,001 – 15,000 pesos",Getting by on present income,Hinduism,,Weekly (at least once a week),35,6,Divorced,34013,"Yes, born in this country",,,Less than once a week,7 days,Less than once a week,On a computer or tablet at school,5,Yes,63349,15,No,Yes,0
2017-06-08 06:19:34,2017-06-08 06:19:34,Survey Test,,100,0,True,2017-06-08 06:19:34,R_3PHCJ2oeUvJrQjj,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Agree moderately,Neither agree nor disagree,Disagree strongly,Disagree strongly,Agree strongly,Agree moderately,Agree moderately,Agree strongly,Disagree strongly,Very positive,Negative,Positive,Neither positive nor negative,Very negative,Slightly negative,Neither positive nor negative,Positive,Neither positive nor negative,Positive,Slightly positive,Neither positive nor negative,Neither positive nor negative,Very negative,Negative,Slightly negative,Extremely characteristic of me (7),2,2,4,2,5,2,Extremely uncharacteristic of me (1),6,Extremely characteristic of me (7),Extremely characteristic of me (7),4,4,Extremely uncharacteristic of me (1),7,4,4,3,3,3,Never or definitely no (1),3,7,3,Never or definitely no (1),7,Never or definitely no (1),3,2,3,21,Male,College degree,No,,,,Disabled,,"$60,000-$89,999 per year","1,500 - 1,999 MAD","More than 40,000 pesos",Getting by on present income,Other (Write in:),Sem potenti! Placerat consectetuer neque. Morbi fusce neque consectetuer fusce.,Annually (at least once a year),30,12,Single/Never been married,44311,"Yes, born in this country",,,7 days,2 days,2 days,On a computer or tablet at home,20,Yes,4220,11,No,Yes,10
2017-06-08 06:19:35,2017-06-08 06:19:35,Survey Test,,100,0,True,2017-06-08 06:19:35,R_1LZHOiG7Q8Rz5s1,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Agree moderately,Agree strongly,Agree strongly,Disagree strongly,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree strongly,Disagree strongly,Neither positive nor negative,Positive,Slightly negative,Very negative,Very positive,Very positive,Negative,Negative,Positive,Neither positive nor negative,Very positive,Slightly negative,Negative,Slightly positive,Very positive,Neither positive nor negative,Extremely uncharacteristic of me (1),5,4,Extremely uncharacteristic of me (1),4,4,5,3,2,4,6,3,4,6,4,7,2,4,7,6,2,6,3,7,7,2,3,Always or definitely yes (9),6,3,146,Male,College degree,Yes,22,Self-employed,Sales or retail,,,"$6,000-$11,999 per year","10,000 - 14,999 MAD",700 pesos or less,Finding it difficult on present income,Buddhism,,Monthly (at least once a month),71,41,Married,9577,"Yes, born in this country",,,1 day,Less than once a week,4 days,On a computer or tablet at work,2,Yes,97649,17,Yes,No,
2017-06-08 06:19:35,2017-06-08 06:19:35,Survey Test,,100,0,True,2017-06-08 06:19:35,R_abe4NBSLtcBbFbf,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Agree moderately,Agree a little,Disagree a little,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Very negative,Slightly negative,Slightly positive,Very positive,Negative,Very positive,Neither positive nor negative,Very negative,Very positive,Negative,Very positive,Very positive,Slightly negative,Very positive,Slightly negative,Very positive,2,4,Extremely characteristic of me (7),5,4,3,Extremely characteristic of me (7),2,6,5,3,Extremely characteristic of me (7),2,Extremely uncharacteristic of me (1),4,Always or definitely yes (9),7,3,6,6,2,4,5,Never or definitely no (1),8,Always or definitely yes (9),Always or definitely yes (9),Never or definitely no (1),2,2,118,Male,Some college,No,,,,Homemaker (including stay-at-home parents),,"$6,000-$11,999 per year",500 - 999 MAD,"4,001 – 5,000 pesos",Getting by on present income,Islam/Muslim (Sunni),,Monthly (at least once a month),57,93,Widowed,82430,"No, not born in this country",No,"Urna et bibendum felis? Molestie, velit tortor vitae. Magnis porttitor lacus porttitor lorem neque.",Less than once a week,3 days,4 days,"On a computer or tablet at a public place (e.g., library)",10,No,,,Yes,Yes,2
2017-06-08 06:19:36,2017-06-08 06:19:36,Survey Test,,100,0,True,2017-06-08 06:19:36,R_5myj1FWDZWyBcZD,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree strongly,Disagree strongly,Disagree a little,Disagree strongly,Disagree a little,Agree strongly,Disagree a little,Agree moderately,Disagree a little,Disagree strongly,Slightly positive,Neither positive nor negative,Slightly negative,Negative,Very negative,Very negative,Neither positive nor negative,Negative,Positive,Slightly positive,Negative,Neither positive nor negative,Neither positive nor negative,Negative,Very negative,Slightly positive,2,5,2,6,4,Extremely uncharacteristic of me (1),6,6,Extremely characteristic of me (7),5,3,6,Extremely characteristic of me (7),4,6,Never or definitely no (1),Always or definitely yes (9),4,2,7,3,6,5,2,5,3,Never or definitely no (1),Always or definitely yes (9),4,5,82,Female,Some college,No,,,,Homemaker (including stay-at-home parents),,"$6,000-$11,999 per year","20,000 - 24,999 MAD","3,001 – 4,000 pesos",Living comfortably on present income,Mormon/Latter-Day Saints,,Do not regularly attend religious services,47,99,Divorced,34457,"Yes, born in this country",,,Less than once a week,2 days,7 days,On a computer or tablet at work,7,No,,,No,Yes,6
2017-06-08 06:19:35,2017-06-08 06:19:35,Survey Test,,100,0,True,2017-06-08 06:19:35,R_6ME1zZYtHpLglI9,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree strongly,Agree moderately,Disagree moderately,Disagree moderately,Disagree moderately,Agree a little,Agree strongly,Disagree strongly,Disagree strongly,Disagree moderately,Neither positive nor negative,Negative,Negative,Neither positive nor negative,Positive,Very negative,Neither positive nor negative,Positive,Negative,Positive,Negative,Neither positive nor negative,Neither positive nor negative,Very positive,Very negative,Slightly positive,5,Extremely characteristic of me (7),2,5,5,Extremely characteristic of me (7),2,4,3,2,2,6,2,6,5,3,6,8,5,3,Never or definitely no (1),5,3,Never or definitely no (1),6,6,7,7,8,3,89,Male,Post-graduate degree,Yes,4,Work for an employer,Military,,,"$90,000-$119,999 per year","8,000 - 9,999 MAD",(Does NOT know household income),Finding it difficult on present income,No Religion/Atheist/Agnostic,,,14,10,Married,31120,"Yes, born in this country",,,Less than once a week,4 days,1 day,Other,0,Yes,52856,20,Yes,Yes,4
2017-06-08 06:19:36,2017-06-08 06:19:37,Survey Test,,100,1,True,2017-06-08 06:19:37,R_3ViqXsEc3pE8mup,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Neither agree nor disagree,Agree moderately,Disagree a little,Neither agree nor disagree,Disagree strongly,Disagree a little,Disagree strongly,Neither agree nor disagree,Agree a little,Disagree a little,Very negative,Slightly negative,Positive,Negative,Neither positive nor negative,Positive,Negative,Very positive,Very positive,Positive,Positive,Very positive,Positive,Positive,Very positive,Very positive,2,2,3,Extremely characteristic of me (7),5,6,Extremely characteristic of me (7),3,6,5,Extremely characteristic of me (7),3,Extremely uncharacteristic of me (1),2,Always or definitely yes (9),2,6,8,Always or definitely yes (9),5,7,6,8,Never or definitely no (1),7,3,Always or definitely yes (9),6,3,2,90,Female,Some college,No,,,,Homemaker (including stay-at-home parents),,"Less than $6,000 per year","10,000 - 14,999 MAD","701 – 1,500 pesos",Finding it difficult on present income,Mormon/Latter-Day Saints,,Weekly (at least once a week),99,11,Married,79785,"No, not born in this country",No,Curabitur accumsan aliquet mi malesuada curabitur convallis ultricies morbi venenatis pretium nunc! Proin ab.,Less than once a week,3 days,4 days,On a computer or tablet at school,18,Yes,60540,22,Yes,No,
2017-06-08 06:19:36,2017-06-08 06:19:36,Survey Test,,100,0,True,2017-06-08 06:19:36,R_2l6ILcb59F2GJmt,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Agree a little,Disagree strongly,Disagree a little,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree moderately,Agree moderately,Slightly negative,Very positive,Positive,Positive,Very positive,Very negative,Positive,Neither positive nor negative,Negative,Slightly positive,Very negative,Neither positive nor negative,Slightly positive,Slightly negative,Very negative,Very positive,5,4,2,Extremely uncharacteristic of me (1),6,2,Extremely uncharacteristic of me (1),4,Extremely uncharacteristic of me (1),2,Extremely uncharacteristic of me (1),5,2,2,7,7,Always or definitely yes (9),4,3,Never or definitely no (1),3,8,Never or definitely no (1),2,2,5,7,Never or definitely no (1),5,Always or definitely yes (9),62,Female,College degree,No,,,,Homemaker (including stay-at-home parents),,"$90,000-$119,999 per year","2,000 - 2,999 MAD",(None/No household income),Living comfortably on present income,Don’t know,,,67,84,Divorced,25619,"Yes, born in this country",,,4 days,Less than once a week,2 days,On a computer or tablet at school,4,Yes,99792,7,Yes,Yes,6
2017-06-08 06:19:36,2017-06-08 06:19:36,Survey Test,,100,0,True,2017-06-08 06:19:36,R_afPfpxErPMXskSx,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree moderately,Disagree moderately,Disagree a little,Disagree moderately,Disagree a little,Disagree strongly,Agree moderately,Neither agree nor disagree,Agree strongly,Agree strongly,Very positive,Positive,Neither positive nor negative,Positive,Slightly positive,Very positive,Negative,Slightly negative,Very positive,Very negative,Negative,Very positive,Slightly negative,Negative,Very positive,Negative,5,4,2,6,6,3,Extremely characteristic of me (7),5,3,6,Extremely uncharacteristic of me (1),3,3,Extremely uncharacteristic of me (1),Always or definitely yes (9),7,6,4,3,Never or definitely no (1),3,Always or definitely yes (9),8,3,2,4,6,4,7,7,27,Prefer not to answer,Some college,No,,,,Student,,"$24,000-$35,999 per year","20,000 - 24,999 MAD","25,001 – 40,000 pesos",Finding it very difficult on present income,Other Christian Religion,,Annually (at least once a year),59,82,Divorced,71585,"No, not born in this country",No,Proin commodo at eleifend ante. Luctus massa felis sollicitudin venenatis.,1 day,Never,6 days,On a computer or tablet at work,17,No,,,Yes,No,
2017-06-08 06:19:37,2017-06-08 06:19:37,Survey Test,,100,0,True,2017-06-08 06:19:37,R_dbSdZbmHxV55XIV,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Agree moderately,Disagree strongly,Disagree a little,Agree strongly,Agree moderately,Disagree a little,Agree moderately,Disagree moderately,Disagree moderately,Positive,Slightly negative,Very negative,Negative,Very positive,Slightly positive,Very positive,Neither positive nor negative,Slightly positive,Very positive,Very positive,Slightly positive,Negative,Neither positive nor negative,Very positive,Slightly positive,5,3,6,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),3,Extremely uncharacteristic of me (1),2,6,6,Extremely characteristic of me (7),Extremely characteristic of me (7),3,4,8,2,Always or definitely yes (9),3,5,7,4,Always or definitely yes (9),Always or definitely yes (9),8,6,4,6,3,3,5,91,Prefer not to answer,College degree,Yes,19,Work for an employer,Professional,,,"$60,000-$89,999 per year",500 - 999 MAD,(Does NOT know household income),Finding it very difficult on present income,Other (Write in:),Orci aliquet vehicula ut fermentum euismod accumsan id bibendum rhoncus rhoncus lacus.,Do not regularly attend religious services,20,16,Single/Never been married,45845,"Yes, born in this country",,,1 day,Less than once a week,Never,On a computer or tablet at school,19,No,,,No,No,
2017-06-08 06:19:37,2017-06-08 06:19:37,Survey Test,,100,0,True,2017-06-08 06:19:38,R_ePUdzZkLPdQS3T7,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree a little,Disagree strongly,Agree strongly,Agree moderately,Disagree strongly,Positive,Slightly negative,Slightly negative,Positive,Slightly positive,Very positive,Very negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Slightly positive,Slightly positive,Slightly negative,Neither positive nor negative,Neither positive nor negative,Negative,3,4,4,3,Extremely characteristic of me (7),6,3,3,Extremely uncharacteristic of me (1),3,2,Extremely characteristic of me (7),Extremely characteristic of me (7),6,5,8,Never or definitely no (1),Always or definitely yes (9),3,2,Never or definitely no (1),Never or definitely no (1),Never or definitely no (1),4,5,5,3,5,4,6,146,Male,College degree,Yes,1,Self-employed,Other,,,,"2,000 - 2,999 MAD","25,001 – 40,000 pesos",Finding it difficult on present income,Islam/Muslim (Sunni),,Annually (at least once a year),21,80,Divorced,5879,"No, not born in this country",No,"Fusce? Purus ac? Est bibendum felis id, placerat ullamcorper convallis vivamus faucibus est. Erat dignissim.",4 days,4 days,Never,"On a computer or tablet at a public place (e.g., library)",5,No,,,Yes,Yes,7
2017-06-08 06:19:38,2017-06-08 06:19:38,Survey Test,,100,0,True,2017-06-08 06:19:38,R_8BPXq82MYy41IZD,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree strongly,Agree strongly,Disagree a little,Disagree moderately,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Very negative,Slightly positive,Negative,Very negative,Slightly negative,Neither positive nor negative,Very positive,Very positive,Very negative,Slightly positive,Very negative,Neither positive nor negative,Slightly positive,Very positive,Slightly negative,Positive,6,5,6,3,3,3,Extremely characteristic of me (7),6,3,6,4,3,4,6,8,5,3,4,Never or definitely no (1),5,7,3,6,5,8,Always or definitely yes (9),6,Always or definitely yes (9),2,3,38,Male,Post-graduate degree,Yes,10,Work for an employer,Farmer or rancher,,,"$12,000-$23,999 per year","1,500 - 1,999 MAD","25,001 – 40,000 pesos",Getting by on present income,Roman Catholic,,Do not regularly attend religious services,97,98,Widowed,71193,"No, not born in this country",Yes,"Curabitur ac pharetra bibendum suspendisse suspendisse mattis accumsan, scelerisque sapien.",Never,6 days,3 days,On a computer or tablet at home,18,No,,,Yes,Yes,4
